courseid,coursetitle,durationinseconds,releasedate,description,assessmentstatus,iscourseretired,course-author,tag
windows-server-2003-network-security,Windows Server 2003 Network Security,9184,2004-01-11T00:00:00Z,"Learn all about securing your network with this Windows Server 2003 Network Security course. Using a security template, group policy, and software update services, you will learn to keep your network secure. This course is designed for beginners familiar with Windows Server 2003, but is also a helpful course for more experienced users wanting comprehensive knowledge of network security.",None,no,Scott Skinger,trainsignal admin networking windows-server-2003 windows-server server security microsoft trainsignal admin networking windows-server-2003 windows-server server security microsoft
windows-server-2003-routing-essentials,Windows Server 2003 Routing Essentials,6462,2003-01-09T00:00:00Z,"This course looks at routers up close with Windows Server 2003 and will show you everything you need to know to get started configuring, routing, and ensuring security on your network. This course is designed for beginners familiar with Windows Server 2003, but is also a helpful course for more experienced users wanting to enhance their routing knowledge.",None,no,Scott Skinger,trainsignal admin networking windows-server-2003 windows-server server microsoft trainsignal admin networking windows-server-2003 windows-server server microsoft
windows-server-2003-sites-and-services,Windows Server 2003 Sites and Services,21333,2005-02-15T00:00:00Z,"The goal of this course is to teach you advanced administration tips and time-saving techniques for managing Active Directory on Windows Server 2003. In this course you'll learn about unattended installations, replication, and using Domain and Forest Functional Levels. This course caters to those familiar with Windows Server 2003, but is also a helpful resource to more advanced users wanting to increase their knowledge in this area.",None,no,Obaid Chhatriwala,trainsignal trainsignal admin admin windows-server-2003 windows-server-2003 windows-server windows-server server server microsoft microsoft active-directory active-directory trainsignal trainsignal admin admin windows-server-2003 windows-server-2003 windows-server windows-server server server microsoft microsoft active-directory active-directory
windows-server-2003-sites-and-services,Windows Server 2003 Sites and Services,21333,2005-02-15T00:00:00Z,"The goal of this course is to teach you advanced administration tips and time-saving techniques for managing Active Directory on Windows Server 2003. In this course you'll learn about unattended installations, replication, and using Domain and Forest Functional Levels. This course caters to those familiar with Windows Server 2003, but is also a helpful resource to more advanced users wanting to increase their knowledge in this area.",None,no,Scott Skinger,trainsignal trainsignal admin admin windows-server-2003 windows-server-2003 windows-server windows-server server server microsoft microsoft active-directory active-directory trainsignal trainsignal admin admin windows-server-2003 windows-server-2003 windows-server windows-server server server microsoft microsoft active-directory active-directory
windows-server-2003-virtual-private-networks,Windows Server 2003 Virtual Private Networks,11210,2004-01-08T00:00:00Z,"This course shows you everything you need to configure and manage VPNs on Windows Server 2003. In this course you'll learn setup, using PPTP and L2TP, implementing Remote Access Policies, and configuring site-to-site networks. This course is designed for those familiar with Windows Server 2003, but is also a helpful resource to more advanced users wanting to increase their knowledge of VPNs.",None,no,Scott Skinger,trainsignal admin networking windows-server-2003 windows-server server microsoft trainsignal admin networking windows-server-2003 windows-server server microsoft
windows-server-2003-windows-file-servers,Windows Server 2003 Windows File Servers,22301,2004-01-10T00:00:00Z,"With this course you will learn all the essential skills necessary for managing Windows Server 2003, including implementing fault tolerance, and disk quotas. This course is designed for those familiar with Windows Server 2003, but is also a helpful resource to more advanced users wanting to increase their knowledge of Windows File Servers.",None,no,Scott Skinger,trainsignal admin windows-server-2003 windows-server server microsoft trainsignal admin windows-server-2003 windows-server server microsoft
windows-server-2003-windows-security,Windows Server 2003 Windows Security,13364,2004-01-10T00:00:00Z,"This course will take you from the starting points of securing your Windows Server 2003 network through the more advanced settings. In addition, this course also covers NTFS permissions, file and folder security and security auditing. This course is designed for beginners who are familiar with Windows Server 2003, but is also recommended to more experienced users who would like to learn the more advanced features of Windows Security.",None,no,Scott Skinger,trainsignal admin windows-server-2003 windows-server server security microsoft trainsignal admin windows-server-2003 windows-server server security microsoft
windows-server-2003-windows-web-servers,Windows Server 2003 Windows Web Servers,12460,2004-01-03T00:00:00Z,"Get hands-on with the web server role on Windows Server 2003. This course will show you how to create a server and host websites, to more advanced security topics. This course is designed for beginners who are familiar with Windows Server 2003, but is also recommended to more experienced users who would like to learn the more advanced features of Windows Web Servers.",None,no,Scott Skinger,trainsignal admin windows-server-2003 iis windows-server server microsoft trainsignal admin windows-server-2003 iis windows-server server microsoft
windows-server-2003-wins-server-essentials,Windows Server 2003 WINS Server Essentials,10299,2004-01-06T00:00:00Z,"This course has everything you need to get up and running with WINS Server administration. This course will take you from installation and configuration to replication. This course is designed for those familiar with Windows Server 2003, but is also a helpful resource to more advanced users who want an in-depth look at WINS Servers.",None,no,Scott Skinger,trainsignal admin networking windows-server-2003 windows-server server microsoft trainsignal admin networking windows-server-2003 windows-server server microsoft
windows-server-2008-active-directory-pt1,Windows Server 2008 Active Directory (70-640) Part 1,28967,2010-11-10T00:00:00Z,"This course is part 1 of 5 in the Windows Server 2008 Active Directory (70-640) series. This course will show you hands-on how to administer Active Directory using Windows Server 2008. You'll walk away from the course able to install and configure Active Directory, create and manage Active Directory and Group Policy objects, deploy software and manage permissions with Group Policy, create sites, and manage backup, replication, security and more. To get the most out of this course, you should have a solid foundation in networking. Some experience with Windows Server will be helpful, but is not required.",None,no,Ed Liberman,mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-640 active-directory mcitp mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-640 active-directory mcitp
windows-server-2008-active-directory-pt2,Windows Server 2008 Active Directory (70-640) Part 2,18063,2010-11-10T00:00:00Z,"This course is part 2 of 5 in the Windows Server 2008 Active Directory (70-640) series. This course will show you hands-on how to administer Active Directory using Windows Server 2008. You'll walk away from the course able to install and configure Active Directory, create and manage Active Directory and Group Policy objects, deploy software and manage permissions with Group Policy, create sites, and manage backup, replication, security and more. To get the most out of this course, you should have a solid foundation in networking. Some experience with Windows Server will be helpful, but is not required.",None,no,Ed Liberman,mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-640 active-directory mcitp mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-640 active-directory mcitp
windows-server-2008-active-directory-pt3,Windows Server 2008 Active Directory (70-640) Part 3,13767,2010-11-10T00:00:00Z,"This course is part 3 of 5 in the Windows Server 2008 Active Directory (70-640) series. This course will show you hands-on how to administer Active Directory using Windows Server 2008. You'll walk away from the course able to install and configure Active Directory, create and manage Active Directory and Group Policy objects, deploy software and manage permissions with Group Policy, create sites, and manage backup, replication, security and more. To get the most out of this course, you should have a solid foundation in networking. Some experience with Windows Server will be helpful, but is not required.",None,no,Ed Liberman,mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-640 active-directory mcitp mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-640 active-directory mcitp
windows-server-2008-active-directory-pt4,Windows Server 2008 Active Directory (70-640) Part 4,14261,2010-11-10T00:00:00Z,"This course is part 4 of 5 in the Windows Server 2008 Active Directory (70-640) series. This course will show you hands-on how to administer Active Directory using Windows Server 2008. You'll walk away from the course able to install and configure Active Directory, create and manage Active Directory and Group Policy objects, deploy software and manage permissions with Group Policy, create sites, and manage backup, replication, security and more. To get the most out of this course, you should have a solid foundation in networking. Some experience with Windows Server will be helpful, but is not required.",None,no,Ed Liberman,mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-640 active-directory mcitp mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-640 active-directory mcitp
windows-server-2008-active-directory-pt5,Windows Server 2008 Active Directory (70-640) Part 5,10273,2010-11-10T00:00:00Z,"This course is part 5 of 5 in the Windows Server 2008 Active Directory (70-640) series. This course will show you hands-on how to administer Active Directory using Windows Server 2008. You'll walk away from the course able to install and configure Active Directory, create and manage Active Directory and Group Policy objects, deploy software and manage permissions with Group Policy, create sites, and manage backup, replication, security and more. To get the most out of this course, you should have a solid foundation in networking. Some experience with Windows Server will be helpful, but is not required.",None,no,Ed Liberman,mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-640 active-directory mcitp mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-640 active-directory mcitp
windows-server-2008-active-directory-pt6,Windows Server 2008 Active Directory (70-640) Part 6,4727,2011-11-10T00:00:00Z,"The bonus lessons in the Windows Server 2008 Active Directory (70-640) series will show you hands-on how to administer Active Directory using Windows Server 2008. You'll walk away from the course able to install and configure Active Directory, create and manage Active Directory and Group Policy objects, deploy software and manage permissions with Group Policy, create sites, and manage backup, replication, security and more. To get the most out of this course, you should have a solid foundation in networking. Some experience with Windows Server will be helpful, but is not required.",None,no,Ed Liberman,mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server microsoft windows-server-2008 70-640 active-directory mcitp mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server microsoft windows-server-2008 70-640 active-directory mcitp
windows-server-2008-app-infrastructure-pt1,Windows Server 2008 Applications Infrastructure (70-643): Part 1,18814,2010-05-18T00:00:00Z,"Part 1 of 3 in the Windows Server 2008 Applications Infrastructure (70-643) series. This in-depth course covers Applications Infrastructure in Windows Server 2008, server image deployment, Hyper-V, and web server security. This course caters to those who have little to no experience.",None,no,Ed Liberman,mcts mcsa-windows-server-2008 70-643 mcsa trainsignal admin windows-server server microsoft windows-server-2008 mcitp mcts mcsa-windows-server-2008 70-643 mcsa trainsignal admin windows-server server microsoft windows-server-2008 mcitp
windows-server-2008-app-infrastructure-pt2,Windows Server 2008 Applications Infrastructure (70-643): Part 2,15776,2010-05-18T00:00:00Z,"Part 2 of 3 in the Windows Server 2008 Applications Infrastructure (70-643) series. This in-depth course covers Applications Infrastructure in Windows Server 2008, server image deployment, Hyper-V, and web server security. This course caters to those who have little to no experience.",None,no,Ed Liberman,mcts mcsa-windows-server-2008 70-643 mcsa trainsignal admin windows-server server microsoft windows-server-2008 mcitp mcts mcsa-windows-server-2008 70-643 mcsa trainsignal admin windows-server server microsoft windows-server-2008 mcitp
windows-server-2008-app-infrastructure-pt3,Windows Server 2008 Applications Infrastructure (70-643): Part 3,19400,2010-05-18T00:00:00Z,"Part 3 of 3 in the Windows Server 2008 Applications Infrastructure (70-643) series. This in-depth course covers Applications Infrastructure in Windows Server 2008, server image deployment, Hyper-V, and web server security. This course caters to those who have little to no experience.",None,no,Ed Liberman,mcts mcsa-windows-server-2008 70-643 mcsa trainsignal admin windows-server server microsoft windows-server-2008 mcitp mcts mcsa-windows-server-2008 70-643 mcsa trainsignal admin windows-server server microsoft windows-server-2008 mcitp
windows-server-2008-enterprise-administrator-pt1,Windows Server 2008 Enterprise Administrator (70-647) Part 1,22289,2011-11-22T00:00:00Z,"Part 1 of 2 in the Windows Server 2008 Enterprise Administrator (70-647) series. The goal of this course is to help you develop hands-on experience as an Enterprise Administrator for Windows Server 2008. Throughout this course you will learn to design active directory networks, configure certificate services, and utilize high availability tools. This course is recommended for those who are knowledgeable in Windows Server 2008 and Network Infrastructure.",None,no,Ed Liberman,trainsignal admin windows-server server microsoft windows-server-2008 70-647 mcitp trainsignal admin windows-server server microsoft windows-server-2008 70-647 mcitp
windows-server-2008-enterprise-administrator-pt2,Windows Server 2008 Enterprise Administrator (70-647) Part 2,9623,2011-11-22T00:00:00Z,"Part 2 of 2 in the Windows Server 2008 Enterprise Administrator (70-647) series. The goal of this course is to help you develop hands-on experience as an Enterprise Administrator for Windows Server 2008. Throughout this course you will learn to design active directory networks, configure certificate services, and utilize high availability tools. This course is recommended for those who are knowledgeable in Windows Server 2008 and Network Infrastructure.",None,no,Ed Liberman,trainsignal admin windows-server server microsoft windows-server-2008 70-647 mcitp trainsignal admin windows-server server microsoft windows-server-2008 70-647 mcitp
windows-server-2008-network-infrastructure-pt1,Windows Server 2008 Network Infrastructure (70-642): Part 1,14973,2008-11-20T00:00:00Z,"Part 1 of 3 in the Windows Server 2008 Network Infrastructure (70-642) series. This in-depth course will help you gain an understanding of network infrastructure, and will cover everything you need to know to configure your own Server 2008 Network. This course is recommended for those who have little to no experience, and those who wish to update and improve their skills.",None,no,Ed Liberman,mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-642 mcitp mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-642 mcitp
windows-server-2008-network-infrastructure-pt2,Windows Server 2008 Network Infrastructure (70-642): Part 2,19014,2008-11-20T00:00:00Z,"Part 2 of 3 in the Windows Server 2008 Network Infrastructure (70-642) series. This in-depth course will help you gain an understanding of network infrastructure, and will cover everything you need to know to configure your own Server 2008 Network. This course is recommended for those who have little to no experience, and those who wish to update and improve their skills.",None,no,Ed Liberman,mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-642 mcitp mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-642 mcitp
windows-server-2008-network-infrastructure-pt3,Windows Server 2008 Network Infrastructure (70-642): Part 3,15686,2008-11-20T00:00:00Z,"Part 3 of 3 in the Windows Server 2008 Network Infrastructure (70-642) series. This in-depth course will help you gain an understanding of network infrastructure, and will cover everything you need to know to configure your own Server 2008 Network. This course is recommended for those who have little to no experience, and those who wish to update and improve their skills.",None,no,Ed Liberman,mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-642 mcitp mcts mcsa-windows-server-2008 mcsa trainsignal admin windows-server server microsoft windows-server-2008 70-642 mcitp
windows-server-2008-powershell-management,Windows Server 2008 Admin with PowerShell Management Essentials,13284,2011-11-08T00:00:00Z,"Part 1 of 3 in the Windows Server 2008 PowerShell series. This course is aimed at teaching Windows administrators a broad range of management tasks using Windows PowerShell 2.0. The focus is on general Windows Server 2008 R2 administration. These are topics that apply to all server roles. Emphasis is made on using Microsoft authored cmdlets in an interactive console session. Writing scripts and functions will be introduced to you, including 10 tasks that help every Windows Admin. This course takes a task-oriented approach, that is, how do I accomplish a typical management task using Windows PowerShell?",None,no,Jeff Hicks,powershell trainsignal admin windows-server server microsoft windows-server-2008 powershell trainsignal admin windows-server server microsoft windows-server-2008
windows-server-2008-powershell-performance,Windows Server 2008 Admin with PowerShell Performance Monitoring,13872,2011-11-08T00:00:00Z,"Part 3 of 3 in the Windows Server 2008 PowerShell series. This course is aimed at teaching Windows administrators a broad range of management tasks using Windows PowerShell 2.0. The focus is on general Windows Server 2008 R2 administration. These are topics that apply to all server roles. Emphasis is made on using Microsoft authored cmdlets in an interactive console session. Writing scripts and functions will be introduced to you, including 10 tasks that help every Windows Admin. This course takes a task-oriented approach, that is, how do I accomplish a typical management task using Windows PowerShell?",None,no,Jeff Hicks,powershell trainsignal admin windows-server server microsoft windows-server-2008 powershell trainsignal admin windows-server server microsoft windows-server-2008
windows-server-2008-powershell-services,Windows Server 2008 Admin with PowerShell Services & File Systems,14473,2011-11-08T00:00:00Z,"Part 2 of 3 in the Windows Server 2008 PowerShell series. This course is aimed at teaching Windows administrators a broad range of management tasks using Windows PowerShell 2.0. The focus is on general Windows Server 2008 R2 administration. These are topics that apply to all server roles. Emphasis is made on using Microsoft authored cmdlets in an interactive console session. Writing scripts and functions will be introduced to you, including 10 tasks that help every Windows Admin. This course takes a task-oriented approach, that is, how do I accomplish a typical management task using Windows PowerShell?",None,no,Jeff Hicks,powershell trainsignal admin windows-server server microsoft windows-server-2008 powershell trainsignal admin windows-server server microsoft windows-server-2008
windows-server-2008-server-administrator-pt1,Windows Server 2008 Server Administrator (70-646): Part 1,14831,2009-02-03T00:00:00Z,"Part 1 of 4 in the Windows Server 2008 Server Administrator (70-646) series. This Windows Server 2008 Server Administrator course will teach you to install, deploy, delegate, update, and secure your Windows Server 2008 computers. This advanced course also covers server administration, read only domain controllers, server 2008 server core, and virtualization. This course is recommended for those who are knowledgeable in Windows Server 2008, Active Directory, and Network Infrastructure.",None,no,Ed Liberman,70-646 trainsignal admin windows-server server microsoft windows-server-2008 mcitp 70-646 trainsignal admin windows-server server microsoft windows-server-2008 mcitp
windows-server-2008-server-administrator-pt2,Windows Server 2008 Server Administrator (70-646): Part 2,16290,2009-02-03T00:00:00Z,"Part 2 of 4 in the Windows Server 2008 Server Administrator (70-646) series. This Windows Server 2008 Server Administrator course will teach you to install, deploy, delegate, update, and secure your Windows Server 2008 computers. This advanced course also covers server administration, read only domain controllers, server 2008 server core, and virtualization. This course is recommended for those who are knowledgeable in Windows Server 2008, Active Directory, and Network Infrastructure.",None,no,Ed Liberman,70-646 trainsignal admin windows-server server microsoft windows-server-2008 mcitp 70-646 trainsignal admin windows-server server microsoft windows-server-2008 mcitp
windows-server-2008-server-administrator-pt3,Windows Server 2008 Server Administrator (70-646): Part 3,12624,2009-02-03T00:00:00Z,"Part 3 of 4 in the Windows Server 2008 Server Administrator (70-646) series. This Windows Server 2008 Server Administrator course will teach you to install, deploy, delegate, update, and secure your Windows Server 2008 computers. This advanced course also covers server administration, read only domain controllers, server 2008 server core, and virtualization. This course is recommended for those who are knowledgeable in Windows Server 2008, Active Directory, and Network Infrastructure.",None,no,Ed Liberman,70-646 trainsignal admin windows-server server microsoft windows-server-2008 mcitp 70-646 trainsignal admin windows-server server microsoft windows-server-2008 mcitp
windows-server-2008-server-administrator-pt4,Windows Server 2008 Server Administrator (70-646): Part 4,12964,2009-02-03T00:00:00Z,"Part 4 of 4 in the Windows Server 2008 Server Administrator (70-646) series will teach you to install, deploy, delegate, update, and secure your Windows Server 2008 computers. This advanced course also covers server administration, read only domain controllers, server 2008 server core, and virtualization. This course is recommended for those who are knowledgeable in Windows Server 2008, Active Directory, and Network Infrastructure.",None,no,Benjamin Culbertson,70-646 70-646 trainsignal trainsignal admin admin windows-server windows-server server server microsoft microsoft windows-server-2008 windows-server-2008 mcitp mcitp 70-646 70-646 trainsignal trainsignal admin admin windows-server windows-server server server microsoft microsoft windows-server-2008 windows-server-2008 mcitp mcitp
windows-server-2008-server-administrator-pt4,Windows Server 2008 Server Administrator (70-646): Part 4,12964,2009-02-03T00:00:00Z,"Part 4 of 4 in the Windows Server 2008 Server Administrator (70-646) series will teach you to install, deploy, delegate, update, and secure your Windows Server 2008 computers. This advanced course also covers server administration, read only domain controllers, server 2008 server core, and virtualization. This course is recommended for those who are knowledgeable in Windows Server 2008, Active Directory, and Network Infrastructure.",None,no,Ed Liberman,70-646 70-646 trainsignal trainsignal admin admin windows-server windows-server server server microsoft microsoft windows-server-2008 windows-server-2008 mcitp mcitp 70-646 70-646 trainsignal trainsignal admin admin windows-server windows-server server server microsoft microsoft windows-server-2008 windows-server-2008 mcitp mcitp
windows-server-2012-70-412-pt1,Windows Server 2012 Configuring Advanced Services (70-412) Part 1,18424,2013-04-16T00:00:00Z,"Part 1 of 4 in the Windows Server 2012 Configuring Advanced Services (70-412) series covers everything for the 70-412 exam on Configuring Advanced Services in Windows Server 2012. Topics covered throughout the course are Active Directory, Manage and improve DNS and DHCP, Claims Based Authentication, Dynamic Access Control, and much more. We'll also take a deep dive into Network Load Balancing and Failover Clusters. It is recommended that students have a good understanding of network administration as well as Windows servers.",Live,no,Mike Hammond,mcse-server-infrastructure windows-server-2012 70-412 mcsa trainsignal mcsa-windows-server-2012 admin windows-server server microsoft mcse mcse-server-infrastructure windows-server-2012 70-412 mcsa trainsignal mcsa-windows-server-2012 admin windows-server server microsoft mcse
windows-server-2012-70-412-pt2,Windows Server 2012 Configuring Advanced Services (70-412) Part 2,13249,2013-04-16T00:00:00Z,"Part 2 of 4 in the Windows Server 2012 Configuring Advanced Services (70-412) series covers everything for the 70-412 exam on Configuring Advanced Services in Windows Server 2012. Topics covered throughout the course are Active Directory, Manage and improve DNS and DHCP, Claims Based Authentication, Dynamic Access Control, and much more. We'll also take a deep dive into Network Load Balancing and Failover Clusters. It is recommended that students have a good understanding of network administration as well as Windows servers.",Live,no,Mike Hammond,mcse-server-infrastructure windows-server-2012 70-412 mcsa trainsignal mcsa-windows-server-2012 admin windows-server server microsoft mcse mcse-server-infrastructure windows-server-2012 70-412 mcsa trainsignal mcsa-windows-server-2012 admin windows-server server microsoft mcse
windows-server-2012-70-412-pt3,Windows Server 2012 Configuring Advanced Services (70-412) Part 3,16673,2013-04-16T00:00:00Z,"Part 3 of 4 in the Windows Server 2012 Configuring Advanced Services (70-412) series covers everything for the 70-412 exam on Configuring Advanced Services in Windows Server 2012. Topics covered throughout the course are Active Directory, Manage and improve DNS and DHCP, Claims Based Authentication, Dynamic Access Control, and much more. We'll also take a deep dive into Network Load Balancing and Failover Clusters. It is recommended that students have a good understanding of network administration as well as Windows servers.",Live,no,Mike Hammond,mcse-server-infrastructure windows-server-2012 70-412 mcsa trainsignal mcsa-windows-server-2012 admin windows-server server microsoft mcse mcse-server-infrastructure windows-server-2012 70-412 mcsa trainsignal mcsa-windows-server-2012 admin windows-server server microsoft mcse
windows-server-2012-70-412-pt4,Windows Server 2012 Configuring Advanced Services (70-412) Part 4,9969,2013-04-16T00:00:00Z,"Part 4 of 4 in the Windows Server 2012 Configuring Advanced Services (70-412) series covers everything for the 70-412 exam on Configuring Advanced Services in Windows Server 2012. Topics covered throughout the course are Active Directory, Manage and improve DNS and DHCP, Claims Based Authentication, Dynamic Access Control, and much more. We'll also take a deep dive into Network Load Balancing and Failover Clusters. It is recommended that students have a good understanding of network administration as well as Windows servers.",Live,no,Mike Hammond,mcse-server-infrastructure windows-server-2012 70-412 mcsa trainsignal mcsa-windows-server-2012 admin windows-server server microsoft mcse mcse-server-infrastructure windows-server-2012 70-412 mcsa trainsignal mcsa-windows-server-2012 admin windows-server server microsoft mcse
windows-server-2012-administering-pt1,Windows Server 2012 Administering (70-411) Part 1,15595,2013-04-12T00:00:00Z,"Part 1 of 3 in the Windows Server 2012 Administering (70-411) series covers everything for the 70-411 exam on Administering in Windows Server 2012. Topics covered throughout the course are Group Policy, Virtual Private Networks, Configuring Remote Access, Configuring DNS, and much more. It is recommended that students have a good understanding of network administration as well as Windows servers.",Live,no,Ed Liberman,mcse-server-infrastructure windows-server-2012 mcsa trainsignal mcsa-windows-server-2012 admin windows-server server 70-411 microsoft mcse mcse-server-infrastructure windows-server-2012 mcsa trainsignal mcsa-windows-server-2012 admin windows-server server 70-411 microsoft mcse
windows-server-2012-administering-pt2,Windows Server 2012 Administering (70-411) Part 2,16881,2013-04-12T00:00:00Z,"Part 2 of 3 in the Windows Server 2012 Administering (70-411) series covers everything for the 70-411 exam on Administering in Windows Server 2012. This course covers everything for the 70-411 exam on Administering in Windows Server 2012. Topics covered throughout the course are Group Policy, Virtual Private Networks, Configuring Remote Access, Configuring DNS, and much more. It is recommended that students have a good understanding of network administration as well as Windows servers.",Live,no,Ed Liberman,mcse-server-infrastructure windows-server-2012 mcsa trainsignal mcsa-windows-server-2012 admin windows-server server 70-411 microsoft mcse mcse-server-infrastructure windows-server-2012 mcsa trainsignal mcsa-windows-server-2012 admin windows-server server 70-411 microsoft mcse
windows-server-2012-administering-pt3,Windows Server 2012 Administering (70-411) Part 3,8916,2013-04-12T00:00:00Z,"Part 3 of 3 in the Windows Server 2012 Administering (70-411) series covers material for the 70-411 exam on Administering in Windows Server 2012. Topics covered throughout the course are Group Policy, Virtual Private Networks, Configuring Remote Access, Configuring DNS, and much more. It is recommended that students have a good understanding of network administration as well as Windows servers.",Live,no,Ed Liberman,mcse-server-infrastructure windows-server-2012 mcsa trainsignal mcsa-windows-server-2012 admin windows-server server 70-411 microsoft mcse mcse-server-infrastructure windows-server-2012 mcsa trainsignal mcsa-windows-server-2012 admin windows-server server 70-411 microsoft mcse
windows-server-2012-high-availability-pt1,Windows Server 2012 High Availability: Networking and Clusters,22052,2013-07-10T00:00:00Z,"Part 1 of 2 in the Windows Server 2012 High Availability series will provide network engineers with the ideas of what technologies Microsoft Server 2012 has to offer in the world of High Availability and the steps to successfully plan, implement, and support High Availability solutions for their managed Windows environment. A few features we'll cover are NIC Teaming, DHCP Scope Failover, Network Load Balancing, and more. A strong working knowledge of general hardware, networking, and Windows core infrastructure services is recommended.",None,no,Ken Mauldin,windows-server-2012 trainsignal admin windows-server server microsoft high-availability windows-server-2012 trainsignal admin windows-server server microsoft high-availability
windows-server-2012-high-availability-pt2,Windows Server 2012 High Availability: Hyper-V,12657,2013-07-10T00:00:00Z,"Part 2 of 2 in the Windows Server 2012 High Availability series will provide network engineers with the ideas of what technologies Microsoft Server 2012 has to offer in the world of High Availability. As well as the steps to successfully plan, implement, and support High Availability solutions for their managed Windows environment. A few features we'll cover are NIC Teaming, DHCP Scope Failover, Network Load Balancing, and more. A strong working knowledge of general hardware, networking, and Windows core infrastructure services is recommended.",None,no,Ken Mauldin,windows-server-2012 trainsignal admin windows-server server microsoft high-availability windows-server-2012 trainsignal admin windows-server server microsoft high-availability
windows-server-2012-hyperv-essentials,Windows Server 2012 Hyper-V Essentials,14555,2013-01-08T00:00:00Z,"In this essentials course, you'll get started learning virtualization based on the 2012 version of Microsoft Hyper-V. Virtualization or Hyper-V newcomers will learn installation, creation of virtual machines, and even how to inexpensively build your own lab. More advanced (and extremely useful) features including Live Migration, virtual networking, storage migration, the new replica replication feature, and VM conversion are also in this course.",None,no,David Davis,hyper-v windows-server-2012 virtualization trainsignal admin windows-server server microsoft hyper-v windows-server-2012 virtualization trainsignal admin windows-server server microsoft
windows-server-2012-hyper-v-new-features,Windows Server 2012 Hyper-V New Features,12612,2013-01-08T00:00:00Z,"In this new features course, you'll find out all that the 2012 version of Hyper-V has to offer. Created for Windows admins with basic knowledge of Hyper-V 2008, this course will show you the benefits of the new features as well as how to implement them. For example, you'll learn features such as live storage migration, Hyper-V replica, shared-nothing migration, extensible switch, and advancements in Hyper-V failover clustering.",None,no,David Davis,hyper-v windows-server-2012 trainsignal admin windows-server server microsoft hyper-v windows-server-2012 trainsignal admin windows-server server microsoft
windows-server-2012-install-config-pt1,Windows Server 2012 Installing and Configuring (70-410): Part 1,14136,2013-01-22T00:00:00Z,"Part 1 of 3 in the Windows Server 2012 Installing and Configuring (70-410) series. This course centers on the installation and configuration of Windows Server 2012. There are upgraded features from older releases, like PowerShell which is quickly becoming a favorite over the command line tool. This is a course for those who have prior networking experience as well as those looking to take a step up from Server 2003, and 2008.",Live,no,Ed Liberman,mcse-server-infrastructure windows-server-2012 mcsa trainsignal mcsa-windows-server-2012 admin 70-410 windows-server server microsoft mcse mcse-server-infrastructure windows-server-2012 mcsa trainsignal mcsa-windows-server-2012 admin 70-410 windows-server server microsoft mcse
windows-server-2012-install-config-pt2,Windows Server 2012 Installing and Configuring (70-410): Part 2,12654,2013-01-22T00:00:00Z,"Part 2 of 3 in the Windows Server 2012 Installing and Configuring (70-410) series. This course centers on the installation and configuration of Windows Server 2012. There are upgraded features from older releases, like PowerShell which is quickly becoming a favorite over the command line tool. This is a course for those who have prior networking experience as well as those looking to take a step up from Server 2003, and 2008.",Live,no,Ed Liberman,mcse-server-infrastructure windows-server-2012 mcsa trainsignal mcsa-windows-server-2012 admin 70-410 windows-server server microsoft mcse mcse-server-infrastructure windows-server-2012 mcsa trainsignal mcsa-windows-server-2012 admin 70-410 windows-server server microsoft mcse
windows-server-2012-install-config-pt3,Windows Server 2012 Installing and Configuring (70-410): Part 3,8467,2013-01-22T00:00:00Z,"Part 3 of 3 in the Windows Server 2012 Installing and Configuring (70-410) series. This course centers on the installation and configuration of Windows Server 2012. There are upgraded features from older releases, like PowerShell which is quickly becoming a favorite over the command line tool. This is a course for those who have prior networking experience as well as those looking to take a step up from Server 2003, and 2008.",Live,no,Ed Liberman,mcse-server-infrastructure windows-server-2012 mcsa trainsignal mcsa-windows-server-2012 admin 70-410 windows-server server microsoft mcse mcse-server-infrastructure windows-server-2012 mcsa trainsignal mcsa-windows-server-2012 admin 70-410 windows-server server microsoft mcse
